case_id,week,popwght,state,dma,nielsen,countyc,metro,region,division,ownhome,mstatus,emply,hhcomp,adults,adultm,adultf,kids1217,kids611,kids06,di22a1,di22a2,di22a3,di22a4,di22a5,di22b1,di22b2,di22b3,di22b4,di22b5,di22c1,di22c2,di22c3,di22c4,di22c5,parent,age,age2,educ,income,race,affilrot,polaffil,d3rot,d3_a,regvote,othtel,sex,reli1,ident,l1,l2a,c1,c2,c1a,qnco1,qnco3,healask,heal1,heal2,heal3,heal4,heal5,heal6,heal7,heal8,heal9_1,heal9_2,heal9_3,heal9_4,heal9min,heal9hr,heal10_1,heal10_2,heal10_3,heal10_4,heal10min,heal10hr,heal11,heal12,heal13,heal14,heal15,heal16,heal17,heal18,heal19,heal20,heal21,ha22v1,heal22,heal23,heal24,heal25,heal26,ha27rot,heal27a,heal27b,heal27c,heal27d,heal27e,heal27f,heal27g,heal28,heal29,heal30,heal31,ha32rot,heal32a,heal32b,heal32c,heal32d,heal33a,heal33b,heal33c,heal33d,heal33e,heal33f,heal33g,heal34,heal35,heal36,ha37rot,heal37a,heal37b,heal37c,heal37d,heal37e,heal37f,heal37g,heal38,heal39,heal40,heal41,heal42,heal43,heal44,heal45,heal46,heal47,heal48,heal49,heal50_01,heal50_02,heal50_03,heal50_04,heal50_05,heal50_06,heal50_07,heal50_08,heal50_09,heal50_10,heal50_11,heal50_12,heal50_13,heal50_14,heal50_15,heal50_16,heal50_17,heal51,heal52,heal53,ha54rot,heal54,ha55rot,ha55rot2,heal55a,heal55b,heal55c,heal55d,heal55e,heal55f,heal55g,heal55h,heal56,heal57,heal58,bmi
50000231,807,0.6496, , ,A, ,2,2, ,1,3,1,7,2,1,1,2,2,1,16,14, , , ,11,8, , , ,5, , , , ,1,44, ,5,12,2,3,3,2,3,1,0,2,90,1,1,2, , ,1, , ,2,2,0,5,3,2,3, ,3,0,1,0,0, ,1,1,0,0,0,30, ,2,4,2,2,2,2,2,1,1, ,1,2,1,1,2, ,2,BFCEGAD,2,2,2,2,2,2,2,1,2,2, ,DBCA,2,2,2,2,1,2,2,2,2,2,2, , ,1,BEFGDAC,2,2,2,2,2,2,2,2,2,1,1, ,4,2,3,2,2,1,2, , , , , , , , , , , , , , , , , , , ,1,1,2,1,EDBFACHG,3,3,3,1,3,3,3,1,2,1, ,24.2
50000231,808,1.5319, , ,B, ,3,1, ,1,5,4,1,1,0,1, , , , , , , , , , , , , , , , , , ,2,86, ,3,3,1,4,2,2,5,1,0,2,7,1,1,3, , ,1, , ,1,3,0,30,3,2,3, ,0,0,0,0,0, , ,0,0,1,0, , ,2,1,2,4,2,2,1,2,1,2,1,4,1,2,1, ,2,AFCDEBG,1,1,2,1,2,1,1,1,2,1,2,DACB,2,2,2,2,2,2,1,2,2,2,2, , ,1,EGFDBAC,2,2,2,2,2,2,2,2,2,1,1, ,2,1,3,1,3,2, ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, , ,3,2,3,2,DFABGEHC,2,2,2,2,2,2,2,2,3,1, ,28.6
50000232,807,0.4074, , ,B, ,1,3, ,2,1,5,7,2,1,1,0,3,2, , , , , ,11,8,6, , ,4,3, , , ,1,20, ,1,1,2,1,2,2,3,1,1,1,1,1,1,1, , ,2, , ,2,1,7,0,1,1,1,2,0,0,0,0,0, , ,1,0,0,0,5, ,2,98,2,1,2,2,1,1,1, ,1,1,1,1,2,2,2,CEBAGFD,2,2,2,2,2,2,2,1,1,2, ,ABCD,2,2,2,2,2,8,2,1,2,2,2, , ,3,DGABCEF,2,2,2,2,2,2,2,3,2,1,1, ,2,4,3,4,4,2, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,5,2,1,3,2,BEFCDAHG,1,1,1,2,2,2,1,1,3,2,1,20.4
50000232,808,2.2328, , ,A, ,3,1, ,2,3,3,2,2,1,1, , , , , , , , , , , , , , , , , , ,2,85, ,3,99,1,3,3,1,3,1,0,2,24,1,1,2, , ,1, , ,1,2,0,0,3,2,3, ,5,1,0,0,0,15, ,0,0,0,1, , ,1,1,2,3,1,1,1,1,1,1,1,4,1,2,1, ,2,CFDEBGA,2,1,2,2,2,2,2,1,2,2, ,DCBA,2,2,2,2,2,1,1,2,2,2,2, , ,1,FCEBDAG,2,2,2,2,2,2,2,4,2,1,1, ,2,1,3,2,3,2, ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, , ,3,2,3,2,FBHGEADC,2,2,2,2,2,8,2,2,3,1, ,28.2
50000233,807,1.3233, , ,D, ,5,2, ,1,3,3,2,2,1,1, , , , , , , , , , , , , , , , , , ,2,59, ,2,2,1,1,2,2,2,1,1,1,8,1,1,3, , ,5, , ,1,3,10,5,3,1,3, ,3,1,0,0,0,30, ,0,1,0,0, ,3,2,3,2,2,1,2,1,2,1,2,1,3,1,2,2, ,2,GEABCDF,2,1,2,2,2,2,2,1,1,2, ,CADB,2,2,2,2,2,1,1,2,2,2,2, , ,1,AFGEDBC,2,2,2,2,2,2,2,3,2,1,1, ,1,4,4,3,4,1,2, , , , , , , , , , , , , , , , , , , ,4,1,1,2,DBAEFGCH,2,2,2,1,1,2,2,2,3,1, ,33.2
50000233,808,1.6993, , ,B, ,3,3, ,1,3,3,2,2,1,1, , , , , , , , , , , , , , , , , , ,2,70, ,3,5,1,1,1,1,1,1,0,1,2,1,1,3, , ,4, , ,1,2,0,0,3,1,3, ,3,0,1,0,0, ,1,1,0,0,0,20, ,2,1,2,1,2,2,1,1,1,1,1,4,1,2,1, ,2,ADFEGBC,1,2,2,2,2,1,2,1,2,1,1,ABDC,2,2,2,2,1,2,1,2,2,2,2, , ,1,DEGFCAB,2,2,2,2,2,2,2,3,2,1,1, ,5,1,4,1,1,2, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2, ,5,1,2,2,ECHGDBFA,3,3,3,3,3,3,3,3,3,1, ,31.2
50000234,808,0.7609, , ,D, ,5,2, ,2,6,3,1,1,1,0, , , , , , , , , , , , , , , , , , ,2,60, ,4,1,1,1,3,2,3,1,0,1,24,1,1,3, , ,1, , ,1,5,30,0,3,1,1,1,0,0,0,0,0, , ,0,1,0,0, ,8,1,2,1,4,2,2,1,1,1,1,1,3,1,2,1, ,1,FBGDACE,1,1,2,2,1,2,1,1,2,1,1,DCBA,2,2,2,2,2,2,1,1,2,2,2, , ,1,EDCABGF,2,2,2,2,2,2,2,4,2,1,1, ,5,1,2,1,1,2, ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, , ,3,2,3,2,CDAHGFBE,2,2,2,2,2,2,2,2,3,1, ,38.7
50000235,808,1.3239, , ,A, ,3,1, ,1,3,3,2,2,1,1, , , , , , , , , , , , , , , , , , ,2,80, ,1,4,1,1,1,2,2,1,0,1,90,1,1,3, , ,1, , ,1,5,30,0,3,1,3, ,0,0,0,0,0, , ,1,0,0,0,45, ,1,3,1,4,1,1,1,2,1,1,1,4,1,8,1, ,1,FDGBEAC,1,1,1,2,1,1,2,1,6,1,2,DCAB,2,2,2,2,1,2,1,2,2,2,2, , ,1,CAEDFBG,2,2,2,2,2,2,2,3,2,1,1, ,5,4,1,2,2,2, ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, , ,5,1,3,1,ECDFHBGA,3,2,2,2,3,3,3,2,3,1, ,26.5
50000236,807,0.5019, , ,A, ,1,3, ,2,1,1,2,2,1,1, , , , , , , , , , , , , , , , , , ,2,38, ,2,1,2,3,3,2,1,1,1,2,2,1,1,3, , ,1, , ,2,1,2,0,1,2,3, ,0,0,0,0,0, , ,0,1,0,0, ,1,1,4,2,1,2,2,1,1,1, ,1,1,1,1,1, ,2,BAFEGDC,2,2,2,2,2,2,2,1,3,1,1,DBAC,2,2,2,2,2,1,1,2,2,2,2, , ,2,GBAFDEC,2,2,2,2,2,2,2,4,2,2,1, ,1,4,1,1,4,2, ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, , ,1,2,3,1,HDAFBECG,1,1,2,1,2,1,1,1,3,2,1,36.3
50000236,808,3.5535, , ,A, ,3,1, ,1,3,1,2,2,2,0, , , , , , , , , , , , , , , , , , ,2,45, ,4,12,1,1,2,2,5,1,0,1,97,1,2, , , , , , ,1,5,2,0,3,2,3, ,0,0,0,0,0, , ,1,0,0,0,30, ,1,1,2,4,2,2,2,1,1,2,1,2,1,1,1, ,2,FDGBEAC,2,2,2,2,2,2,1,1,2,1,1,DCAB,2,2,2,2,1,2,2,2,2,2,2, , ,1,CAEDFBG,2,2,2,2,2,2,2,4,2,1,1, ,2,2,4,1,2,2, ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, , ,1,1,1,1,ECDFHBGA,1,2,2,1,2,2,2,1,3,2,1,30.4
50000237,807,3.0003, , ,B, ,1,1, ,1,3,1,3,3,2,1, , , , , , , , , , , , , , , , , , ,2,54, ,3,7,1,3,1,2,4,2,0,2,15,1,1,3, , ,1, , ,1,3,2,0,3,1,3, ,1,1,0,0,0,30, ,1,0,0,0,15, ,1,4,2,4,1,1,1,1,1,1,1,2,1,2,2, ,2,AFCDEBG,2,2,1,2,2,2,1,1,2,1,1,BCDA,2,2,2,2,1,2,2,2,2,2,2, , ,1,FABEGCD,2,2,2,2,2,2,2,4,2,1,1, ,3,3,3,4,4,2, ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, , ,3,2,3,2,FBCAHEGD,2,2,2,2,2,2,2,2,1,1, ,99.9
50000237,808,0.5139, , ,A, ,3,3, ,1,3,1,4,4,3,1, , , , , , , , , , , , , , , , , , ,2,59, ,2,7,5,3,2,2,3,1,1,2,2,3,1,1, , ,1,3,28,3,4,30,5,1,2,3, ,0,0,0,0,0, , ,1,0,0,0,5, ,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1, ,1,CEAFDBG,1,1,2,2,1,1,1,1,2,1,1,BCAD,2,2,2,2,1,2,2,2,2,2,2, , ,1,AGDEFBC,2,2,2,2,2,2,2,1,2,1,2,1,3,4,2,2,2,2, ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, , ,4,1,3,1,FCGEDHBA,8,8,8,2,8,3,3,8,3,2,2,27.3
50000238,807,3.0107, , ,C, ,5,3, ,1,3,4,2,2,1,1, , , , , , , , , , , , , , , , , , ,2,47, ,2,98,1,3,2,2,5,1,0,2,15,1,2, , , , , , ,1,3,5,0,1,2,3, ,7,1,0,0,0,5, ,0,1,0,0, ,1,2,1,2,4,1,1,1,2,1,1,1,2,2,2,2, ,2,FGBACED,1,2,2,2,2,2,2,1,2,1,1,ABDC,2,2,2,2,2,2,2,2,2,2,2,2,1,1,CDFAEGB,2,1,2,2,2,2,2,3,2,1,1, ,1,4,1,1,3,2, ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, , ,1,1,8,1,GBACDFHE,1,2,2,1,2,8,2,2,3,1, ,22.5
50000238,808,1.2772, , ,B, ,1,1, ,1,6,3,1,1,1,0, , , , , , , , , , , , , , , , , , ,2,77, ,2,2,1,1,3,2,2,1,0,1,2,1,2, , , , , , ,1,3,5,0,3,2,3, ,0,0,0,0,0, , ,1,0,0,0,15, ,1,4,1,4,1,2,1,1,1,2,1,4,1,1,2, ,2,BEGDCAF,1,2,2,2,2,2,2,1,2,2, ,BACD,2,2,2,2,2,1,1,2,2,2,2, , ,1,CGADBEF,2,2,2,2,2,2,2,2,2,2,1, ,5,2,3,1,2,2, ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, , ,5,2,2,2,EHBAGFDC,2,2,2,2,2,3,3,2,3,2,1,31.6
50000239,807,5.3926, , ,B, ,3,2, ,1,3,1,3,3,2,1, , , , , , , , , , , , , , , , , , ,2,99,2,2,6,1,3,3,1,3,1,0,2,90,1,1,2, , ,1, , ,1,2,0,3,1,1,1,1,3,1,0,0,0,30, ,0,1,0,0, ,1,2,2,2,1,1,1,1,1,1, ,1, ,1,2,2, ,2,BFDGACE,1,1,2,2,2,2,2,1,2,1,2,BCAD,2,2,2,2,1,2,2,2,2,2,2, , ,1,EDAFBGC,2,2,2,2,2,2,2,2,2,1,1, ,2,1,3,2,3,2, ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, , ,2,1,3,2,GEHBCADF,2,2,2,2,2,2,2,2,1,1, ,25.1
50000240,808,0.7838, , ,C, ,1,2, ,1,5,3,1,1,0,1, , , , , , , , , , , , , , , , , , ,2,93, ,2,1,1,3,2,2,2,1,0,2,2,1,2, , , , , , ,1,2,2,0,3,2,3, ,7,0,1,0,0, ,4,1,0,0,0,15, ,2,3,2,4,1,2,2,1,1,2,1,4,1,2,1, ,2,BEAGCFD,2,1,2,2,2,2,2,1,3,2, ,CABD,2,2,2,2,2,2,1,2,2,2,2, , ,1,EGFCADB,2,2,2,2,2,2,2,4,2,1,1, ,2,1,4,1,1,2, ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, , ,8,1,1,2,CGDEBFAH,2,2,1,2,2,2,8,2,3,1, ,19.2
50000241,808,1.1613, , ,D, ,5,2, ,2,5,3,2,2,0,2, , , , , , , , , , , , , , , , , , ,2,86, ,1,1,1,3,3,2,3,2,0,2,15,1,2, , , , , , ,1,2,0,10,3,1,1,1,0,0,0,0,0, , ,0,0,0,1, , ,2,4,2,1,1,2,1,2,1,1,1,4,2,2,1, ,2,GFBAEDC,1,1,1,1,2,1,2,1,2,1,1,ADCB,2,2,2,2,2,8,1,2,2,2,2, , ,1,GCFDAEB,2,2,2,2,2,2,2,3,2,1,1, ,5,2,4,4,3,2, ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, , ,5,2,2,1,HBCFDGEA,2,2,2,2,3,2,2,2,3,1, ,28.1
50000242,807,2.0349, , ,B, ,2,2, ,1,3,3,3,3,2,1, , , , , , , , , , , , , , , , , , ,2,63, ,5,12,1,3,1,2,1,1,0,2,25,1,1,2, , ,2, , ,1,1,0,0,3,2,3, ,7,0,1,0,0, ,1,1,0,0,0,10, ,2,5,2,4,1,2,1,1,1,1,1,3,1,2,2, ,2,EDFABGC,2,2,2,2,2,2,2,1,2,1,1,ACDB,2,2,2,2,1,2,2,2,2,2,2, , ,1,CFDABEG,2,2,2,2,2,2,2,4,2,1,1, ,5,1,2,1,1,2, ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, , ,1,2,2,2,ACHEBGFD,3,2,2,2,2,3,2,2,3,1, ,21.1
50000242,808,1.0295, , ,B, ,3,3, ,1,3,1,2,2,1,1, , , , , , , , , , , , , , , , , , ,2,54, ,2,6,1,3,1,2,2,1,0,2,15,1,1,2, , ,1, , ,1,2,0,0,3,1,3, ,4,1,0,0,0,30, ,1,0,0,0,15, ,2,1,2,3,1,2,1,1,1,1,1,2,1,1,2, ,1,GAEFCBD,2,1,2,2,2,2,2,1,2,1,1,CDBA,2,2,2,2,1,2,2,2,2,2,2, , ,1,BCEGDAF,2,2,2,2,2,2,2,4,2,1,1, ,5,4,3,4,4,2, ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, , ,3,1,2,2,BCDHAGFE,3,3,3,3,3,3,3,3,3,2,1,25
50000243,808,1.3184, , ,C, ,5,3, ,1,3,3,2,2,1,1, , , , , , , , , , , , , , , , , , ,2,65, ,1,5,1,1,1,2,1,1,0,1,16,1,2, , , , , , ,1,3,0,0,3,1,2,1,7,0,0,1,0, , ,0,1,0,0, ,2,2,4,2,4,1,2,4,2,1,1,1,4,1,1,2, ,2,ACDFBEG,2,2,2,2,2,2,1,1,1,2, ,BCAD,3,3,3,3,1,2,2,2,2,2,1, , ,1,BCFEADG,2,2,2,2,2,2,2,4,2,1,2,2,1,3,4,4,3,2, ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,98,8,2,8,1,GHECBAFD,2,2,2,2,2,2,8,8,3,1, ,29.9
50000244,808,2.9195, , ,A, ,3,3, ,1,3,1,2,2,1,1, , , , , , , , , , , , , , , , , , ,2,56, ,5,13,1,2,1,1,2,1,0,1,2,1,1,2, , ,1, , ,1,2,1,0,3,2,3, ,3,1,0,0,0,45, ,1,0,0,0,10, ,2,5,2,4,1,2,1,1,1,1,1,3,1,1,2, ,2,GECFDBA,1,2,2,2,2,2,2,1,2,2, ,CBAD,2,2,2,2,1,2,2,2,2,2,2, , ,1,ADGFBEC,2,2,2,2,2,2,2,4,2,1,1, ,5,1,2,1,2,2, ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, , ,1,1,2,1,GFHABECD,2,2,2,2,2,2,2,2,3,1, ,28.7
50000245,807,1.6832, , ,B, ,1,3, ,2,1,4,2,2,0,2, , , , , , , , , , , , , , , , , , ,2,99,2,6,99,1,3,3,2,4,1,0,2,23,1,2, , , , , , ,1,3,0,99,3,2,3, ,3,1,0,0,0,45, ,0,0,0,1, , ,1,3,1,4,2,1,1,2,1, ,1, ,1,1,1, ,1,DEBCGAF,2,2,2,1,2,2,1,1,96,1,2,CBDA,2,2,2,2,2,2,2,1,2,2,2, , ,1,FCGEDBA,1,1,2,2,2,2,1,2,2,2,1, ,2,4,4,3,4,2, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,97,4,2,9,1,DHABCGEF,8,8,2,8,2,2,2,2,3,2,1,99.9
50000245,808,2.2689, , ,A, ,3,3, ,1,3,3,2,2,1,1, , , , , , , , , , , , , , , , , , ,2,58, ,4,12,1,4,2,1,4,1,0,2,90,1,1,3, , ,1, , ,1,3,0,0,1,2,3, ,2,1,0,0,0,45, ,1,0,0,0,7, ,1,7,2,4,1,1,1,1,1,1,1,3,1,1,1, ,2,BFGDCEA,2,1,2,2,2,2,2,1,2,1,1,ABDC,2,2,2,1,1,2,2,2,2,2,2, , ,1,FADBECG,2,2,2,2,2,2,2,4,2,1,1, ,1,2,4,1,3,2, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2, ,4,1,3,1,BDCHEFGA,2,2,2,2,2,2,2,2,1,1, ,99.9
50000246,807,0.7838, , ,B, ,1,2, ,2,6,3,1,1,0,1, , , , , , , , , , , , , , , , , , ,2,78, ,2,1,1,4,2,1,8,1,0,2,8,1,2, , , , , , ,1,4,0,3,3,1,3, ,0,0,0,0,0, , ,0,0,1,0, , ,1,4,2,4,1,1,1,1,1,8,1,4,1,2,1, ,2,EBGDAFC,1,2,1,2,1,2,2,1,2,1,3,DCBA,2,2,2,2,1,2,1,2,2,2,2, , ,1,EADFCGB,2,2,2,2,2,2,2,3,2,1,1, ,8,4,3,4,4,2, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2, ,5,1,3,2,AHDGEBCF,2,2,2,2,3,8,2,8,8,1, ,17.5
50000246,808,1.2698, , ,C, ,2,3, ,1,3,1,3,3,2,1, , , , , , , , , , , , , , , , , , ,2,61, ,5,7,1,2,3,2,2,1,0,1,15,1,1,2, , ,3, , ,1,2,0,0,3,1,2,1,0,0,0,0,0, , ,1,0,0,0,45, ,2,3,2,4,2,1,1,1,1,1,1,3,1,2,1, ,1,FBACDGE,2,2,2,2,2,2,2,1,2,1,2,DBCA,2,2,2,2,1,2,2,2,2,2,2, , ,1,FABDECG,2,2,2,2,2,2,2,3,2,1,1, ,3,2,3,3,2,2, ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, , ,1,1,3,2,ACBFGEDH,2,2,2,2,2,2,2,2,3,1, ,30.1
50000247,807,1.9961, , ,B, ,2,2, ,1,3,3,4,3,1,2,1,0,0,17, , , , , , , , , , , , , , ,1,52, ,4,99,1,2,3,2,4,1,0,1,15,1,1,1, , ,1, , ,1,3,0,0,1,2,3, ,6,0,1,0,0, ,1,0,0,1,0, , ,1,3,2,4,2,1,1,1,1,1,1,2,1,1,1, ,1,EGDCBFA,2,1,2,2,2,2,1,1,2,1,2,ACDB,2,2,2,2,1,2,2,2,2,2,2, , ,1,CFEABGD,2,2,2,2,2,2,2,3,2,1,1, ,2,2,8,3,4,2, ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, , ,2,1,3,2,FHEAGBDC,2,2,8,8,2,3,3,2,1,2,1,33
50000247,808,1.2538, , ,D, ,5,3, ,1,5,4,1,1,0,1, , , , , , , , , , , , , , , , , , ,2,87, ,1,98,1,4,1,1,8,1,0,2,14,1,1,3, , ,1, , ,1,4,30,5,2,2,3, ,0,0,0,0,0, , ,0,1,0,0, ,1,2,2,2,2,2,8,1,1,1,1,1,4,1,2,1, ,2,FDAEBGC,2,2,2,2,2,2,2,1,2,1,2,BDAC,2,2,2,2,2,8,1,2,2,2,2, , ,1,GBCEDFA,2,2,2,2,2,2,2,4,2,1,1, ,1,4,4,2,8,2, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,98,8,2,8,1,ACBEHGFD,2,2,8,8,2,1,1,8,2,2,8,25.8
50000248,808,1.1739, , ,B, ,2,3, ,1,5,1,1,1,0,1, , , , , , , , , , , , , , , , , , ,2,71, ,5,99,1,4,2,2,4,1,1,2,15,1,1,3, , ,1, , ,1,2,0,0,3,1,3, ,0,0,0,0,0, , ,1,0,0,0,5, ,8,2,2,4,1,2,1,1,1,1,1,4,1,2,1, ,2,BFGCAED,1,1,2,2,2,1,2,1,2,1,2,CABD,2,2,2,2,1,2,2,2,2,2,2, , ,1,BDAEFCG,2,2,2,2,2,2,2,2,2,2,1, ,4,4,3,2,4,2, ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, , ,2,1,8,2,CHBAGDFE,2,2,2,2,2,1,2,2,3,2,1,25.5
50000249,807,0.6706, , ,B, ,3,2, ,1,3,3,2,2,1,1, , , , , , , , , , , , , , , , , , ,2,69, ,2,99,1,4,1,2,9,1,1,2,15,1,1,3, , ,2, , ,1,4,99,0,3,1,3, ,0,0,0,0,0, , ,0,0,0,1, , ,1,2,2,8,1,1,1,1,1,1,1,4,1,2,1, ,1,DEFCAGB,1,1,2,2,1,2,1,1,2,1,1,BADC,2,2,2,2,2,2,1,2,2,2,2, , ,8,GFCEBAD,2,2,2,2,2,2,2,3,2,1,1, ,8,4,8,1,3,2, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2, ,8,1,8,2,BFCEHDAG,2,3,2,2,8,2,2,2,3,2,9,99.9
50000249,808,2.2693, , ,B, ,2,2, ,1,3,3,2,2,1,1, , , , , , , , , , , , , , , , , , ,2,89, ,2,4,1,2,3,1,3,1,0,1,2,1,2, , , , , , ,1,3,30,30,3,2,3, ,7,0,1,0,0, ,1,0,0,1,0, , ,2,1,2,4,1,2,3,1,2,2,1,4,1,2,2, ,2,BDAECFG,2,2,2,2,1,2,2,1,2,2, ,ADCB,2,2,2,2,2,1,1,2,2,2,2, , ,1,CAEDFGB,2,2,2,2,2,2,2,4,2,4,1, ,5,1,9,1,1,2, ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2, ,8,1,2,1,ECGDAHFB,3,1,1,8,1,8,1,3,8,1, ,27.1
50000250,807,2.9207, , ,D, ,5,2, ,1,1,2,3,3,2,1, , , , , , , , , , , , , , , , , , ,2,20, ,2,5,1,2,2,2,4,1,0,1,22,1,1,1, , ,1, , ,1,1,2,5,1,2,3, ,6,1,1,0,0,30,1,1,0,0,0,5, ,2,5,2,4,2,2,3,1,1, ,1,1,1,1,2,8,2,FDEBCGA,2,2,2,2,2,2,2,1,4,1,4,BADC,2,2,2,2,1,2,2,2,1,2,1, , ,1,ACBDEFG,2,2,2,2,2,2,2,3,2,1,1, ,1,2,3,1,1,2, ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, , ,3,2,3,1,BDAECFHG,2,1,2,2,3,2,2,2,3,1, ,27.9
50000250,808,1.3458, , ,B, ,3,2, ,1,5,3,2,2,1,1, , , , , , , , , , , , , , , , , , ,2,65, ,2,3,1,4,1,1,2,1,1,2,2,1,1,3, , ,1, , ,1,1,2,0,3,1,3, ,0,0,0,0,0, , ,1,0,0,0,5, ,2,1,1,4,2,2,2,2,1,2,1,4,1,2,1, ,2,CBEGDFA,2,1,1,2,2,2,1,1,2,1,2,CDBA,2,2,2,2,2,1,1,2,2,2,2, , ,1,CEFBAGD,2,2,2,2,2,2,2,1,2,1,1, ,5,1,1,1,2,2, ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, , ,2,1,3,1,FABDGECH,1,1,2,1,2,2,2,2,3,2,1,35.4
50000251,808,0.6706, , ,C, ,5,1, ,1,3,3,2,2,1,1, , , , , , , , , , , , , , , , , , ,2,99,4,1,4,1,4,2,2,2,1,0,2,90,1,1,3, , ,2, , ,1,3,0,15,3,2,3, ,0,0,0,0,0, , ,0,0,1,0, , ,2,1,1,4,1,1,1,1,1,1,8,4,1,2,1, ,1,GEACDFB,2,8,2,1,2,1,1,1,2,1,2,ADBC,2,2,2,2,1,2,1,2,2,2,2, , ,1,ACFGBED,2,2,2,2,2,2,2,2,2,1,1, ,5,3,3,1,4,2, ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, , ,5,1,3,2,DEHFGBCA,2,2,2,2,2,2,2,2,3,2,1,34.2
50000252,808,0.5716, , ,A, ,3,1, ,1,5,3,1,1,0,1, , , , , , , , , , , , , , , , , , ,2,88, ,4,7,1,4,3,1,3,1,2,2,15,1,2, , , , , , ,1,3,0,0,3,2,3, ,0,0,0,0,0, , ,1,0,0,0,20, ,2,4,2,4,1,1,1,1,1,1,1,4,1,2,1, ,2,DGCBAEF,1,2,2,2,1,2,1,1,2,1,8,CBDA,2,2,2,2,2,1,1,2,2,2,2, , ,1,DFCBGEA,2,2,2,2,2,2,2,8,2,1,1, ,3,4,4,2,2,2, ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, , ,3,2,3,1,BHFAGECD,2,1,3,1,3,3,3,2,3,2,8,23
50000253,807,1.623, , ,C, ,2,3, ,2,3,2,2,2,1,1, , , , , , , , , , , , , , , , , , ,2,54, ,2,1,1,2,2,2,1,2,1,1,1,1,1,2, , ,2, , ,1,4,0,0,3,1,1,2,1,1,1,0,0,59,1,0,1,0,0, ,1,1,1,2,1,2,2,5,2,2,2,2,2,2,2,2, ,2,FBDGEAC,2,2,2,2,2,2,2,1,3,2, ,BADC,2,2,2,2,1,2,2,2,2,2,2, , ,3,AEGBFCD,1,2,2,2,2,2,2,2,2,2,1, ,4,4,4,1,1,2, ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,2,1,3,2,GBEFADHC,2,2,2,2,2,2,2,2,3,1, ,32.6
50000253,808,0.7838, , ,A, ,1,2, ,1,5,3,1,1,0,1, , , , , , , , , , , , , , , , , , ,2,99,4,2,2,1,4,2,1,4,1,0,2,15,1,2, , , , , , ,1,1,0,1,3,2,3, ,3,0,1,0,0, ,1,1,0,0,0,2, ,2,6,2,4,1,2,2,2,1,2,1,4,1,2,1, ,2,FCADEBG,1,1,2,2,2,2,2,1,1,2, ,CBDA,2,2,2,2,2,2,1,2,2,2,2, , ,1,DAFBECG,2,2,2,2,2,2,2,2,2,1,1, ,3,4,4,3,3,2, ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2, ,3,2,3,2,DGCFHBAE,2,2,2,2,2,3,2,2,3,2,1,19.8
