case_id,week,popwght,state,dma,nielsen,countyc,metro,region,division,ownhome,mstatus,emply,hhcomp,adults,adultm,adultf,kids1217,kids611,kids06,di22a1,di22a2,di22a3,di22a4,di22a5,di22b1,di22b2,di22b3,di22b4,di22b5,di22c1,di22c2,di22c3,di22c4,di22c5,parent,age,age2,educ,income,race,affilrot,polaffil,d3rot,d3_a,regvote,othtel,sex,reli1,ident,l1,l2a,c1,c2,c1a,qnco1,qnco3,healask,heal1,heal2,heal3,heal4,heal5,heal6,heal7,heal8,heal9_1,heal9_2,heal9_3,heal9_4,heal9min,heal9hr,heal10_1,heal10_2,heal10_3,heal10_4,heal10min,heal10hr,heal11,heal12,heal13,heal14,heal15,heal16,heal17,heal18,heal19,heal20,heal21,ha22v1,heal22,heal23,heal24,heal25,heal26,ha27rot,heal27a,heal27b,heal27c,heal27d,heal27e,heal27f,heal27g,heal28,heal29,heal30,heal31,ha32rot,heal32a,heal32b,heal32c,heal32d,heal33a,heal33b,heal33c,heal33d,heal33e,heal33f,heal33g,heal34,heal35,heal36,ha37rot,heal37a,heal37b,heal37c,heal37d,heal37e,heal37f,heal37g,heal38,heal39,heal40,heal41,heal42,heal43,heal44,heal45,heal46,heal47,heal48,heal49,heal50_01,heal50_02,heal50_03,heal50_04,heal50_05,heal50_06,heal50_07,heal50_08,heal50_09,heal50_10,heal50_11,heal50_12,heal50_13,heal50_14,heal50_15,heal50_16,heal50_17,heal51,heal52,heal53,ha54rot,heal54,ha55rot,ha55rot2,heal55a,heal55b,heal55c,heal55d,heal55e,heal55f,heal55g,heal55h,heal56,heal57,heal58,bmi
50000471,807,0.101, , ,D, ,5,3, ,1,5,4,1,1,0,1, , , , , , , , , , , , , , , , , , ,2,57, ,3,1,2,3,2,1,8,1,1,2,1,1,1,1, , ,1, , ,2,2,21,15,2,2,2,2,7,0,1,0,0, ,2,0,1,0,0, ,3,1,2,1,3,1,1,1,2,1,1,1,3,1,1,1, ,1,BCDEFGA,1,2,1,1,2,2,2,1,2,1,4,CDAB,1,1,2,1,1,2,1,2,1,2,2, , ,1,GFDECBA,1,2,2,8,1,2,2,4,2,8,1, ,2,1,4,1,3,1,2, , , , , , , , , , , , , , , , , , , ,4,1,8,1,FCDBEAGH,2,3,1,1,3,1,1,1,3,1, ,25.3
50000472,808,0.3418, , ,D, ,5,3, ,2,1,1,2,2,1,1, , , , , , , , , , , , , , , , , , ,2,45, ,1,3,3,3,8,1,8,8,0,2,2,3,2, , , , ,3,11,3,4,15,30,1,2,3, ,6,0,1,0,0, ,2,0,1,0,0, ,8,1,2,2,1,1,1,1,2,1,2,1,2,2,1,1, ,2,CABFEGD,1,1,2,2,2,2,2,1,2,1,2,ACBD,2,2,2,2,1,2,2,2,2,2,2, , ,1,BCFEDGA,2,2,2,2,2,2,2,1,2,1,1, ,3,4,4,2,4,2, ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, , ,4,2,1,1,EHBCFDGA,8,8,8,2,8,2,2,8,3,1, ,99.9
50000479,807,0.4165, , ,B, ,1,2, ,1,3,1,2,2,1,1, , , , , , , , , , , , , , , , , , ,2,62, ,2,99,2,1,2,2,5,1,0,1,22,1,1,3, , ,1, , ,2,1,0,0,3,1,3, ,0,0,0,0,0, , ,1,0,0,0,30, ,1,1,2,2,1,2,1,1,1,1,1,3,1,2,2, ,2,CFEBGDA,1,1,2,2,2,2,2,2, ,1,1,CDAB,2,2,2,2,1,2,2,2,2,2,2, , ,1,BFDGEAC,2,2,2,2,2,2,2,4,2,1,1, ,1,4,4,1,1,2, ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, , ,1,2,3,1,DFHAEBCG,2,2,2,2,2,3,2,2,3,2,1,26.5
50000482,807,0.125, , ,D, ,5,3, ,1,3,1,3,3,2,1, , , , , , , , , , , , , , , , , , ,2,50, ,4,7,2,3,2,2,4,1,1,2,25,1,1,1, , ,2, , ,2,3,0,25,2,2,3, ,3,1,0,0,0,20, ,1,0,0,0,15, ,2,3,1,3,1,2,1,1,1,1,1,2,1,2,2, ,2,CDEGBFA,2,2,2,2,2,2,1,1,2,1,2,BDCA,2,2,2,2,1,1,2,2,2,2,2, , ,1,CGEFADB,2,2,2,2,2,2,2,3,2,3,2,2,2,3,4,4,3,2, ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2, ,4,2,2,1,CDBGHAEF,2,3,3,2,3,3,3,2,3,2,1,26.6
50000483,808,0.1518, , ,A, ,3,1, ,1,3,2,2,2,1,1, , , , , , , , , , , , , , , , , , ,2,65, ,5,12,2,4,2,2,4,1,0,2,99,1,2, , , , , , ,2,2,0,0,3,1,3, ,2,0,1,0,0, ,1,1,0,0,0,10, ,2,3,2,4,1,2,1,1,1,2,1,4,1,1,2, ,2,ADFCGBE,2,2,2,2,2,2,2,1,2,1,2,BDCA,2,2,2,2,2,1,1,2,2,2,2, , ,1,FDBEACG,2,2,2,2,2,2,2,4,2,1,1, ,1,2,4,1,1,2, ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, , ,1,2,3,1,BEGFHDCA,2,2,2,2,2,3,2,2,2,1, ,23.3
50000485,808,0.3789, , ,C, ,5,4, ,2,1,1,2,2,2,0, , , , , , , , , , , , , , , , , , ,2,32, ,1,3,3,1,3,2,2,2,0,1,2,3,2, , , , ,3,15,3,3,2,2,3,1,2,1,7,0,1,0,0, ,2,1,0,0,0,15, ,2,3,2,1,2,2,2,2,1, ,2,1,1,2,1, ,2,FDCAGBE,2,2,2,2,2,2,1,1,1,2, ,DABC,2,2,2,2,1,2,2,2,2,2,2, , ,1,EDGACBF,2,1,2,2,2,1,2,3,2,2,1, ,3,3,4,1,2,2, ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, , ,3,2,3,1,FCGEHBDA,2,2,1,2,1,2,1,2,3,1, ,27.4
50000486,808,0.4687, , ,D, ,5,3, ,2,1,3,3,3,2,1, , , , , , , , , , , , , , , , , , ,2,44, ,1,98,2,1,9,2,1,1,0,1,90,1,1,2, , ,1, , ,2,1,7,2,1,2,1,1,7,0,1,0,0, ,2,1,0,0,0,20, ,1,0,1,1,1,1,1,2,1, ,1,2,1,1,2, ,2,ACEFBDG,2,1,2,2,2,2,2,1,96,1,2,CBDA,2,2,1,2,2,2,2,1,2,2,2, , ,3,AEGDFBC,2,2,2,2,2,2,2,1,2,3,1, ,1,3,1,3,4,2, ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5,2,1,2,HFDBECGA,2,1,1,2,3,3,3,1,3,2,1,27.3
50000492,808,0.3016, , ,A, ,2,2, ,1,3,3,2,2,1,1, , , , , , , , , , , , , , , , , , ,2,99,4,4,99,2,3,2,1,4,1,0,2,2,1,1,3, , ,1, , ,2,2,0,0,3,2,3, ,0,0,0,0,0, , ,1,0,0,0,5, ,1,1,2,4,2,1,1,1,1,1,1,4,1,1,1, ,9,GDCAEBF,9,9,9,9,9,9,9,1,2,1,1,BDCA,2,2,2,2,2,2,1,2,2,2,1, , ,1,ABFGEDC,2,2,2,2,2,2,2,3,2,1,1, ,1,1,4,1,1,2, ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, , ,1,1,1,2,ADGCEFHB,1,1,2,1,2,3,2,1,1,1, ,99.9
50000499,807,0.1018, , ,A, ,1,1, ,2,1,1,1,1,0,1, , , , , , , , , , , , , , , , , , ,2,74, ,2,9,2,3,2,1,4,1,0,2,13,1,2, , , , , , ,2,2,0,0,3,2,3, ,7,1,1,0,0,20,1,1,0,0,0,5, ,1,2,2,3,1,1,1,2,1,1,1,4,1,1,1, ,2,GDABFCE,1,2,2,2,1,2,2,1,1,1,2,DBCA,2,2,2,2,2,2,1,2,2,2,2, , ,1,GEBFDAC,2,2,2,2,2,2,2,8,2,1,1, ,1,3,4,1,1,2, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,98,2,2,3,2,DAGBHFEC,1,1,1,8,8,1,8,2,3,1, ,27
50000503,807,0.5477, , ,A, ,1,3, ,1,2,6,4,2,1,1,0,0,2, , , , , , , , , , ,1,2, , , ,1,58, ,3,6,2,3,2,2,5,1,0,2,22,1,1,2, , ,2, , ,2,2,2,0,3,2,3, ,1,1,0,0,0,20, ,1,0,0,0,10, ,1,4,1,2,1,2,1,2,1,2,1,3,1,2,2, ,2,GAFDBEC,1,2,2,2,2,2,1,1,1,1,2,CBAD,2,2,2,2,1,2,2,2,2,2,2, , ,1,GFBACED,2,2,2,2,2,2,2,3,2,1,1, ,1,2,4,2,2,2, ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,1,AFBGCEHD,2,1,1,1,1,1,1,1,3,1, ,38.2
50000503,808,0.6729, , ,B, ,1,3, ,1,1,1,2,2,1,1, , , , , , , , , , , , , , , , , , ,2,59, ,3,4,2,3,9,2,9,1,0,2,99,1,1,2, , ,1, , ,2,3,7,0,3,2,3, ,1,1,0,0,0,30, ,1,0,0,0,30, ,2,3,2,4,1,2,1,1,1,1,1,3,1,1,2, ,2,GEACFDB,1,1,2,2,2,2,2,1,2,1,2,BDCA,2,2,2,2,1,2,2,2,2,2,2, , ,1,ABCGFDE,2,2,2,2,2,2,2,3,2,1,1, ,1,1,4,1,1,1,2, , , , , , , , , , , , , , , , , , , ,1,1,1,1,EBCGFADH,2,2,2,2,1,2,2,2,3,1, ,30.2
50000506,807,0.2929, , ,C, ,5,3, ,1,2,4,4,2,1,1,0,2,0, , , , , ,8,6, , , , , , , , ,1,27, ,2,98,3,4,3,1,2,1,0,2,2,3,1,3, , ,1,3,10,3,2,0,0,1,2,3, ,4,1,0,0,0,30, ,1,0,0,0,10, ,1,3,2,2,1,1,1,1,1, ,1,1,2,1,1, ,2,BCAFDEG,2,2,2,2,2,2,2,1,1,1,1,DCBA,2,2,2,2,2,1,2,2,2,2,2, , ,1,CBAGFDE,2,2,2,2,2,2,2,2,2,2,2,1,3,1,3,1,2,1,2, , , , , , , , , , , , , , , , , , , ,1,1,3,2,GFBDACHE,2,2,2,2,2,2,2,1,1,1, ,25.5
50000507,808,0.2554, , ,D, ,5,3, ,1,5,7,2,2,1,1, , , , , , , , , , , , , , , , , , ,2,63, ,2,1,2,3,2,2,4,1,0,2,1,1,1,3, , ,1, , ,2,4,3,16,3,1,3, ,0,0,0,0,0, , ,0,0,1,0, , ,1,3,2,1,1,1,1,1,1,1,1,3,1,1,2, ,2,FACEDBG,1,1,2,1,2,2,1,1,2,1,2,ABDC,2,2,2,2,2,1,1,2,1,2,2, , ,1,CEDAGBF,2,2,2,2,2,2,2,4,2,2,1, ,8,1,4,4,3,2, ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, , ,8,1,8,1,FHBEGADC,2,1,2,2,1,8,1,1,3,1, ,30.3
50000509,807,0.227, , ,A, ,3,3, ,1,3,1,2,2,1,1, , , , , , , , , , , , , , , , , , ,2,45, ,2,99,2,1,3,1,1,1,3,1,90,1,1,2, , ,4, , ,2,1,0,0,1,1,2,2,7,0,1,0,0, ,1,1,0,0,0,30, ,2,2,2,1,2,2,1,1,1,1,2,2,1,1,1, ,2,ABFDGCE,2,2,2,2,2,2,2,1,5,1,1,ADCB,2,2,2,2,1,2,2,2,1,2,2, , ,1,FCGEBAD,2,2,2,2,2,2,2,4,9,1,1, ,2,1,4,1,1,2, ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, , ,1,2,3,1,FECDABGH,2,2,2,2,2,2,2,2,3,1, ,31
50000510,808,0.1303, , ,A, ,1,1, ,1,5,3,1,1,0,1, , , , , , , , , , , , , , , , , , ,2,65, ,5,7,2,3,3,1,4,1,0,2,90,1,1,2, , ,1, , ,2,2,5,0,3,2,3, ,3,0,1,0,0, ,1,1,0,0,0,5, ,2,2,2,2,1,1,1,1,1,1,1,4,1,2,2, ,2,DFABEGC,1,2,2,2,2,2,2,1,2,1,2,CDAB,2,2,1,2,1,2,1,2,2,2,2, , ,1,FACBGDE,2,2,2,2,2,2,2,4,2,1,1, ,3,2,4,1,3,1,2, , , , , , , , , , , , , , , , , , , ,1,2,3,1,EBHACDGF,2,2,2,2,2,3,3,2,3,1, ,28.3
50000513,807,0.2178, , ,A, ,1,3, ,1,4,1,4,1,0,1,2,1,0,17,13, , , ,11, , , , , , , , , ,1,42, ,4,2,2,3,2,1,5,2,0,2,25,1,2, , , , , , ,2,1,12,30,2,2,3, ,7,1,0,0,0,30, ,0,0,1,0, , ,2,5,1,2,1,2,1,1,1, ,2,2,2,1,2, ,2,GCAEBDF,2,2,2,2,2,2,2,1,2,1,1,CDAB,2,2,2,2,1,1,2,2,2,2,1, , ,2,DECFBGA,1,1,1,1,1,2,2,1,2,4,2,2,8,1,4,1,1,1,1, , , , , , , , , , , , , , , , , , , ,5,1,1,1,BEDGACFH,1,1,1,1,1,1,1,1,2,1, ,99.9
50000514,807,0.2096, , ,D, ,5,3, ,1,1,3,3,3,2,1, , , , , , , , , , , , , , , , , , ,2,66, ,2,2,2,3,2,1,5,1,0,2,25,1,1,3, , ,1, , ,2,3,2,0,3,2,3, ,0,0,0,0,0, , ,1,0,0,0,35, ,2,2,2,1,1,1,1,2,1,2,1,4,2,2,1, ,2,GADBECF,1,2,2,2,2,1,2,1,2,2, ,CABD,2,2,2,2,2,2,2,2,2,2,2,2,8,1,BEGFACD,1,2,2,2,2,2,2,1,2,1,1, ,1,4,4,3,3,2, ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5,1,3,1,ACGEBFDH,2,2,2,2,3,3,3,2,3,1, ,27
50000515,808,0.3282, , ,B, ,1,4, ,1,3,1,4,4,2,2, , , , , , , , , , , , , , , , , , ,2,54, ,4,14,3,4,2,1,3,1,0,2,2,1,1,2, , ,1,1, ,3,1,0,0,3,2,3, ,3,0,1,0,0, ,1,1,0,0,0,30, ,2,2,2,2,1,2,1,1,1,1,1,2,2,2,1, ,2,BDFACEG,2,2,2,2,2,2,2,1,2,1,1,ABCD,2,2,2,2,1,2,2,2,2,2,2, , ,1,ACDGFBE,2,2,2,2,2,2,2,4,2,1,1, ,3,1,4,2,2,2, ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, , ,1,2,3,1,HEDCAGBF,2,2,2,2,2,2,2,2,2,1, ,25.8
50000517,807,0.3482, , ,A, ,3,3, ,1,6,1,4,1,1,0,3,0,0,16,13,12, , , , , , , , , , , , ,1,38, ,4,12,2,1,2,2,3,1,0,1,90,1,1,3, , ,1, , ,2,1,0,0,3,1,3, ,5,0,1,0,0, ,2,1,0,0,0,10, ,2,5,2,2,1,2,1,1,1, ,1,1,1,1,1, ,2,BDFGACE,2,2,2,2,2,2,2,1,2,2, ,CDAB,2,2,2,2,1,2,2,2,1,2,2, , ,1,EADCFBG,2,2,2,2,2,2,2,4,2,1,1, ,2,1,4,1,1,2, ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, , ,1,2,3,2,CBAFHEGD,2,2,2,2,2,2,2,2,1,1, ,26.3
50000517,808,0.4013, , ,A, ,2,4, ,1,2,2,2,2,1,1, , , , , , , , , , , , , , , , , , ,2,30, ,3,5,4,2,1,2,4,1,0,1,2,1,1,1, , ,3,1, ,3,1,8,10,1,1,1,2,4,1,0,0,0,45, ,1,0,0,0,15, ,2,2,1,1,2,2,3,1,1, ,2,1,2,1,1, ,2,FDEBCGA,2,2,2,1,2,2,2,1,2,2, ,ABCD,1,1,1,1,2,1,2,1,2,2,2, , ,1,DGCFEBA,1,1,1,1,1,1,1,1,2,1,1, ,1,3,4,2,4,2, ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, , ,2,2,2,2,BHAFGCDE,2,3,3,3,1,3,3,3,3,2,1,25.1
50000518,808,0.3012, , ,B, ,2,3, ,1,3,1,2,2,1,1, , , , , , , , , , , , , , , , , , ,2,48, ,4,6,3,1,2,2,3,2,0,1,2,3,1,3, , ,1,1, ,3,2,15,10,1,2,3, ,1,1,0,0,0,20, ,1,0,0,0,30, ,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2, ,2,CEDAGBF,2,2,2,2,2,2,2,2, ,2, ,DBAC,2,2,2,2,2,1,2,1,2,2,2, , ,3,EDGAFBC,2,2,2,2,2,2,2,2,2,3,2,1,2,3,2,2,3,2, ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2, ,3,1,2,2,DGBHEFAC,1,2,2,1,1,2,2,2,2,2,2,27.4
50000520,807,0.2682, , ,A, ,1,3, ,1,5,3,2,2,0,2, , , , , , , , , , , , , , , , , , ,2,88, ,2,99,3,4,9,2,3,1,0,2,2,3,2, , , , ,1, ,3,3,0,0,8,2,3, ,2,1,0,0,0,30, ,0,0,1,0, , ,2,3,8,4,8,1,1,1,1,1,1,4,1,1,2, ,2,FAGEDCB,2,2,2,2,1,2,2,2, ,1,1,DBCA,2,8,8,2,8,2,1,2,2,2,2, , ,1,EDBACFG,2,2,2,2,2,2,2,8,2,8,1, ,8,8,4,3,3,2, ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, , ,2,2,3,1,CHFDAGEB,2,2,2,2,2,2,2,2,3,2,2,99.9
50000522,807,0.2276, , ,B, ,1,4, ,2,3,7,1,1,1,0, , , , , , , , , , , , , , , , , , ,2,52, ,1,1,3,2,2,1,3,1,0,1,2,3,2, , , , ,1, ,3,4,3,30,3,2,3, ,0,0,0,0,0, , ,0,0,1,0, , ,2,1,2,4,2,2,1,2,2,2,2,2,2,2,2, ,2,DEFCABG,2,2,2,2,2,2,2,2, ,2, ,BCAD,2,2,2,2,1,2,2,2,2,2,2, , ,2,FDAGBEC,2,2,2,2,2,2,2,2,2,1,1, ,3,2,4,2,2,2, ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, , ,1,2,1,2,BCAGHEDF,2,2,2,2,2,2,2,2,3,1, ,99.9
50000523,807,0.3088, , ,B, ,2,4, ,2,5,3,1,1,0,1, , , , , , , , , , , , , , , , , , ,2,74, ,1,1,3,4,8,2,2,1,0,2,2,3,2, , , , ,3,45,3,4,5,0,2,1,3, ,7,1,0,0,0,30, ,1,0,0,0,45, ,1,2,2,4,1,1,1,2,1,1,1,4,1,1,1, ,1,FAECGDB,1,1,2,2,2,2,2,1,3,2, ,DCAB,2,2,2,2,2,2,1,2,2,2,2, , ,1,DAFGECB,2,2,2,2,2,2,2,2,2,2,2,1,1,4,4,1,2,2, ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, , ,8,2,3,2,GFBAECDH,1,2,2,1,1,1,2,1,3,1, ,25.7
70000031,809,0.4591, , ,C, ,5,2, ,2,4,3,1,1,1,0, , , , , , , , , , , , , , , , , , ,2,61, ,2,1,3,1,3,2,1,2,7,1,2,2, , ,2, ,1,1, ,3,5,30,0,3,1,3, ,97,0,0,0,0, , ,0,1,0,0, ,2,1,4,2,4,1,1,1,2,1,1,1,3,1,1,1, ,1,CABEDGF,1,1,1,2,1,2,2,1,3,1,1,DABC,2,2,1,2,2,2,1,1,2,2,2, , ,1,GACDEFB,2,1,2,2,2,2,2,2,2,2,1, ,2,2,2,4,4,2, ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,98,1,1,3,1,HEACFBDG,1,2,3,2,2,3,2,3,2,1, ,24.3
70000032,607,0.4037, , ,A, ,1,1, ,2,1,2,4,4,1,3, , , , , , , , , , , , , , , , , , ,2,21, ,2,12,3,4,3,2,3,2,7,2,90,2, , ,2, ,1,1, ,3,3,5,2,3,2,3, ,0,0,0,0,0, , ,1,0,0,0,6, ,2,0,2,2,2,2,1,1,2, ,1,1,1,1,2,1,2,DCEBFGA,2,2,2,2,1,2,2,1,2,2, ,CADB,2,2,1,2,1,2,2,2,2,2,2, , ,1,FGCEBAD,2,2,2,1,2,2,2,4,2,1,1, ,2,4,2,4,4,2, ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,3,2,EHGFDBAC,1,1,1,1,3,3,3,1,3,2,1,21.8
70000042,607,0.7065, , ,A, ,2,3, ,2,2,6,3,3,2,1, , , , , , , , , , , , , , , , , , ,2,35, ,3,1,3,2,3,2,1,2,7,1,90,4, , ,2, ,1,3,10,3,4,0,0,1,2,3, ,1,1,1,0,0,59,1,1,0,0,0,59, ,2,98,2,1,1,2,4,2,2, ,2,1,2,1,2, ,2,GBCADEF,2,2,2,2,2,2,2,2, ,2, ,CBAD,2,2,2,2,2,2,2,2,2,2,2,1, , ,BFADCGE,2,2,2,2,2,2,2,1,2,1,1, ,1,4,8,4,4,2, ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,2,3,2,AHCBEDGF,2,2,1,2,3,2,2,2,3,2,2,99.9
70000044,607,0.6335, , ,A, ,2,3, ,2,6,3,1,1,1,0, , , , , , , , , , , , , , , , , , ,2,71, ,3,7,2,1,2,1,3,1,7,1,15,2, , ,2, ,1, , ,2,3,0,0,3,1,3, ,0,0,0,0,0, , ,1,0,0,0,10, ,1,1,2,1,2,1,1,1,1,1,1,4,1,2,1, ,2,FCADEBG,1,2,2,2,2,2,2,1,2,2, ,BDAC,2,2,2,2,2,2,1,2,1,2,2, , ,1,EBFCAGD,2,2,2,1,2,2,2,3,2,1,1, ,1,2,3,2,2,2, ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, , ,2,2,3,2,DGBAEFCH,2,2,2,2,3,3,2,2,7,2,1,24.4
70000045,607,0.9038, , ,A, ,1,1, ,2,4,2,5,5,2,3, , , , , , , , , , , , , , , , , , ,2,40, ,1,1,3,3,3,2,8,1,7,2,22,4, , ,2, ,1,3,1,3,4,0,0,3,2,3, ,0,0,0,0,0, , ,1,0,0,0,10, ,1,1,1,4,1,2,1,1,1, ,2,2,1,1,1, ,2,CDBFAGE,2,1,2,1,2,1,2,1,3,2, ,ABDC,2,1,2,2,2,2,2,2,2,2,2,1, , ,AGBFDEC,1,2,2,2,2,2,2,1,2,3,2,1,1,4,3,3,3,2, ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,98,5,2,3,2,AGBFHEDC,2,2,8,8,8,8,2,8,1,2,2,99.9
70000046,607,0.1324, , ,B, ,2,1, ,1,3,1,2,2,1,1, , , , , , , , , , , , , , , , , , ,2,57, ,2,6,3,2,1,2,4,1,2,1,15,2, , ,1,2,2,1, ,3,2,0,0,3,1,3, ,0,0,0,0,0, , ,0,1,0,0, ,2,2,0,1,1,1,1,1,1,1,1,1,3,1,2,1, ,1,FBCEDAG,1,1,1,1,1,2,1,1,2,2, ,DACB,2,2,2,2,1,8,2,2,2,2,2, , ,1,CEGDAFB,2,2,2,2,2,2,2,4,2,1,1, ,1,3,2,1,1,2, ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, , ,5,2,8,2,BFEACGDH,1,2,2,2,2,2,2,2,3,2,1,26.6
70000047,607,0.2886, , ,B, ,1,1, ,2,1,1,1,1,1,0, , , , , , , , , , , , , , , , , , ,2,20, ,2,2,3,2,2,2,5,2,7,1,15,2, , ,2, ,1,1, ,3,1,0,10,3,1,3, ,5,0,1,0,0, ,1,1,0,0,0,15, ,2,0,2,3,2,2,1,1,1, ,2,1,1,1,1,1,2,GBDCEFA,2,2,2,2,2,2,2,1,5,1,2,CADB,2,2,2,2,1,1,2,2,1,2,2, , ,2,CDBFEGA,2,2,2,2,2,2,2,4,2,1,1, ,1,4,4,4,4,2, ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, , ,5,1,1,2,HFCDABGE,2,2,2,2,2,2,2,1,3,1, ,22.1
70000053,607,0.4425, , ,A, ,2,1, ,2,1,1,3,3,2,1, , , , , , , , , , , , , , , , , , ,2,30, ,4,4,2,1,9,2,5,1,0,1,23,2, , ,1,2,1, , ,2,3,7,15,3,2,3, ,4,0,1,0,0, ,1,1,0,0,0,15, ,2,98,2,4,1,2,2,2,1, ,1,1,1,1,2, ,2,DBCEAFG,2,2,2,2,2,2,2,1,2,1,2,ADCB,2,2,2,2,2,1,2,2,2,2,2, , ,1,AFGCDBE,2,2,2,2,2,2,2,2,2,2,1, ,2,1,4,1,2,2, ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2,3,1,EDGAFHCB,2,8,2,2,1,1,1,2,2,1, ,21.6
70000066,809,0.3523, , ,B, ,2,4, ,2,1,2,2,2,0,2, , , , , , , , , , , , , , , , , , ,2,23, ,4,2,3,3,3,2,4,2,7,2,96,2, , ,2, ,1,1, ,3,3,0,25,3,1,2,1,1,1,0,0,0,40, ,1,0,0,0,5, ,1,1,1,4,2,2,3,2,1, ,8,1,1,1,2,2,2,DFBEGCA,2,2,2,1,2,2,2,1,96,2, ,ADBC,3,3,3,3,2,2,2,2,2,2,2,1, , ,AEDBCFG,1,2,2,1,1,1,1,1,2,3,1, ,1,2,4,2,3,2, ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,1,HEBFGDCA,2,1,1,1,1,2,8,1,2,1, ,23.6
70000070,607,0.5374, , ,A, ,2,3, ,2,1,5,3,3,2,1, , , , , , , , , , , , , , , , , , ,2,20, ,4,2,2,1,3,2,3,2,7,1,2,2, , ,2, ,1, , ,2,2,0,2,1,2,3, ,2,0,1,0,0, ,1,1,0,0,0,30, ,2,2,2,2,2,2,1,2,2, ,2,1,1,2,2,1,2,FAECDGB,2,2,2,2,2,2,2,2, ,1,2,CBAD,2,2,2,2,1,1,2,2,2,2,2, , ,1,FDGCEAB,2,2,2,2,2,2,2,3,2,1,1, ,2,2,3,4,3,2, ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2, ,1,1,1,2,EBGCDAHF,2,2,2,2,1,1,2,1,3,2,1,22.8
70000078,607,0.6832, , ,B, ,2,1, ,2,1,1,3,1,0,1,1,1,0,15, , , , ,8, , , , , , , , , ,1,39, ,1,1,2,4,3,1,3,1,7,2,90,2, , ,2, ,1, , ,2,3,0,15,3,1,1,1,0,0,0,0,0, , ,1,0,0,0,5, ,2,4,2,1,1,2,1,1,1, ,1,1,2,1,1, ,2,CAEBDFG,2,2,2,1,2,2,1,1,4,1,2,CDAB,2,2,2,2,2,1,2,1,2,2,2, , ,1,AFDBECG,2,1,1,2,2,2,1,1,2,1,1, ,2,4,4,2,4,2, ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,1,3,1,DGBACEFH,2,2,2,2,3,3,2,2,3,2,1,38.4
70000079,607,0.4491, , ,A, ,1,1, ,1,1,2,5,5,3,2, , , , , , , , , , , , , , , , , , ,2,19, ,2,7,3,1,1,1,2,2,0,1,22,2, , ,1,2,1,2,19,3,3,3,0,3,2,3, ,2,1,0,0,0,30, ,1,0,0,0,40, ,2,1,2,1,2,2,2,2,1, ,2,1,1,2,2,2,2,GACBEFD,2,1,2,2,2,2,2,1,1,2, ,DBCA,3,3,3,3,1,1,2,2,2,2,2, , ,1,GEADFBC,2,2,2,2,2,2,2,3,2,1,1, ,3,2,3,2,2,2, ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, , ,1,2,3,1,BDAFCEGH,1,2,2,2,2,1,2,2,1,1, ,25.1
