"","FM_STRCP","FM_TYPE","FM_STRP","TELN_FLG","CURWRKN","TELCELN","FLNGINTV","F10DVYN","FDMEDYN","FHCDVYN","FHCHMYN","FHCPHRYN","FHOSP2YN","FNMEDYN","FSRUNOUT","FSLAST","FSBALANC","FLAADLYN","FLIADLYN","FWKLIMYN","FWALKYN","FREMEMYN","FANYLYN","HOUSEOWN","FSNAP","INCGRP4","INCGRP5","FSALYN","FSEINCYN","FSSRRYN","FPENSYN","FOPENSYN","FSSIYN","FTANFYN","FOWBENYN","FINTR1YN","FDIVDYN","FCHSPYN","FINCOTYN","FSSAPLYN","FSDAPLYN","FMEDBILL","FMEDBPAY","FSAF","FHICOVYN"
"19441",23,2,23,1,1,2,1,2,1,1,2,2,2,1,3,3,3,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2
"19445",22,2,22,1,2,1,1,2,2,1,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1
"19446",23,2,23,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,2,3,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1
"19447",41,4,41,1,1,1,1,2,2,2,2,1,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,1
"19449",11,1,11,1,2,1,1,2,2,2,2,2,2,1,3,2,3,2,2,1,1,2,1,2,1,1,1,2,2,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,1
"19450",31,3,31,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1
"19453",44,4,44,1,2,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,4,3,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,1
"19455",21,2,21,1,1,1,1,1,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,3,2,1,2,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,1
"19456",11,1,11,1,2,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,4,3,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1
"19457",23,2,23,1,2,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"19458",11,1,11,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"19459",23,2,23,1,2,1,1,1,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,5,4,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"19461",21,2,21,1,1,1,1,2,2,1,2,1,2,2,3,3,3,1,1,1,1,1,1,1,2,3,2,2,2,1,2,1,2,2,2,2,2,2,1,1,1,2,2,2,1
"19464",11,1,11,1,2,1,1,2,2,1,2,2,1,2,3,3,3,2,2,1,2,1,1,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,1
"19465",11,1,11,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
"19467",11,1,11,1,1,1,1,2,2,2,2,2,1,2,3,3,3,2,2,2,2,2,2,1,2,1,1,2,1,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,1
"19468",23,2,23,1,2,1,1,2,2,1,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1
"19469",23,2,23,1,1,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,4,3,1,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1
"19470",21,2,21,1,1,2,2,1,2,2,2,2,2,2,3,3,3,2,2,1,2,2,1,1,2,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1
"19471",21,2,21,1,2,2,1,1,2,2,1,2,1,2,3,3,3,2,2,2,2,2,2,2,2,5,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"19472",11,1,11,1,2,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1
"19473",23,2,23,1,2,1,1,1,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1
"19475",31,3,31,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,1,2,2,2,2,2,1,1,1,2,2,2,2,2,1,1
"19476",32,3,32,1,2,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"19477",22,2,22,1,2,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,5,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"19478",31,3,31,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,4,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
"19479",21,2,21,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
"19481",21,2,21,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"19483",41,4,41,1,2,1,1,2,2,1,2,2,1,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1
"19484",21,2,21,1,1,2,1,1,2,1,2,1,1,2,3,3,3,2,2,2,2,1,1,1,2,3,2,2,2,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,1
"19486",12,1,12,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"19487",12,1,12,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"19488",12,1,12,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1
"19489",11,1,11,1,1,1,1,2,1,2,2,2,2,1,3,3,3,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
"19490",21,2,21,1,1,1,1,2,2,1,2,1,2,2,3,3,3,2,2,1,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1
"19491",21,2,21,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,3,2,1,2,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,1
"19492",21,2,21,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"19493",21,2,21,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1
"19494",11,1,11,1,1,2,1,1,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"19495",11,1,11,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,1
"19496",21,2,21,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,4,3,1,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1
"19497",31,3,31,1,1,1,1,2,2,2,2,2,2,2,1,3,3,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"19498",11,1,11,1,1,2,1,1,2,2,2,1,2,2,3,3,3,2,2,1,1,1,1,1,2,3,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1
"19500",11,1,11,1,2,1,1,2,2,2,2,2,2,2,3,3,2,2,2,1,1,1,1,2,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1
"19501",23,2,23,1,1,1,1,1,2,1,2,2,2,2,1,1,3,2,2,1,2,2,1,3,1,5,4,1,2,1,2,2,2,2,2,1,1,2,2,2,1,1,2,2,1
"19502",12,1,12,1,1,1,1,2,2,1,2,2,2,2,2,2,3,2,2,1,2,2,1,3,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1
"19503",44,4,44,1,1,1,1,2,2,1,2,2,2,2,3,3,3,2,1,2,2,2,1,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1
"19505",11,1,11,1,2,1,1,2,2,2,2,2,1,2,3,3,3,2,2,1,1,2,1,3,2,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,1,2,1
"19506",21,2,21,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1
"19508",21,2,21,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,4,3,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1
"19509",21,2,21,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,1,2,2,1,2,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,1,1,2,2,2,1
"19510",21,2,21,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1
"19511",11,1,11,1,1,2,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1
"19512",41,4,41,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1
"19513",11,1,11,1,2,1,1,1,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1
"19514",11,1,11,1,2,1,1,2,1,1,2,2,2,1,1,2,2,2,2,1,2,2,1,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1
"19515",41,4,41,1,2,1,2,2,1,2,2,2,2,1,3,3,3,2,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1
"19516",41,4,41,1,2,1,1,2,1,2,2,2,2,2,3,3,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1
"19518",23,2,23,1,2,1,1,1,1,2,2,2,1,2,3,3,3,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1
"19521",12,1,12,1,2,1,1,2,1,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
"19522",12,1,12,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"19523",11,1,11,1,2,1,1,1,1,2,2,2,1,2,2,3,3,2,2,1,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2
"19524",11,1,11,1,1,1,1,2,2,2,2,1,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1
"19525",41,4,41,1,1,1,1,2,1,1,2,2,2,1,3,3,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1
"19526",42,4,43,1,1,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1,1
"19527",11,1,11,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,5,4,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1
"19528",21,2,21,1,1,2,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"19530",31,3,31,1,2,1,1,2,2,1,2,2,1,2,3,3,3,1,2,1,2,1,1,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,1
"19532",44,4,44,1,1,1,3,2,2,2,2,2,2,2,3,2,3,1,2,2,2,2,1,1,2,3,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1
"19533",23,2,23,1,2,2,1,2,2,1,2,2,2,2,3,3,3,2,2,1,2,2,1,2,2,5,4,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1
"19535",44,4,44,1,2,1,1,1,2,2,2,2,1,2,3,3,3,2,2,2,2,2,2,2,2,5,4,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,1
"19536",11,1,11,1,1,1,1,2,1,2,2,2,2,2,3,3,3,2,2,1,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
"19537",21,2,21,1,1,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,4,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
"19539",41,4,41,1,2,2,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"19540",41,4,41,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"19541",44,4,44,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"19542",11,1,11,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1
"19544",23,2,23,1,1,1,1,1,2,1,2,1,1,2,3,3,3,2,2,1,2,2,1,1,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,1
"19545",11,1,11,1,1,1,1,2,2,1,2,2,2,2,2,2,3,1,1,1,1,2,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1
"19547",41,4,41,1,1,1,1,1,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,1,1,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1
"19548",12,1,12,1,2,1,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,2,1,2,1,1,1,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2,2,1
"19549",12,1,12,1,2,1,1,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"19550",11,1,11,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1
"19551",11,1,11,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,1,1,2,1,1,2,3,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1
"19552",21,2,21,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1
"19553",11,1,11,1,1,2,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,1,1,1,2,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1
"19555",23,2,23,1,1,2,1,2,2,2,2,2,2,2,3,3,3,2,2,1,1,2,1,1,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,1,2,1,2,1
"19556",44,4,44,1,1,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,2,2,1,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1
"19557",44,4,44,1,1,1,1,2,1,1,2,2,2,2,3,3,2,2,2,2,2,2,2,1,2,4,3,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1
"19558",21,2,21,1,2,1,1,1,2,1,2,1,1,2,3,3,3,2,2,1,2,2,1,1,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1
"19559",23,2,23,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
"19560",21,2,21,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,4,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1
"19562",31,3,31,1,2,1,1,1,1,2,2,2,2,1,3,3,3,2,2,2,2,2,2,1,2,3,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,1
"19565",23,2,23,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"19566",11,1,11,1,2,1,2,2,2,2,2,2,1,2,3,3,3,2,2,2,2,2,2,2,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1
"19568",11,1,11,1,1,1,1,1,2,1,2,1,1,2,2,3,3,2,1,1,1,1,1,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1
"19570",42,4,43,1,2,1,1,2,2,1,2,2,2,2,2,3,3,2,2,2,2,2,1,1,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"19571",21,2,21,1,1,2,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1
"19572",11,1,11,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,3,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1
"19573",21,2,21,1,1,2,1,2,2,1,2,2,1,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,1,1,1,1,2,2,2,2,1,2,2,2,1,2,2,2,1
"19574",11,1,11,1,2,1,3,2,2,2,2,2,1,2,3,3,3,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"19575",12,1,12,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1
"19576",12,1,12,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1
"19577",31,3,31,1,2,1,1,1,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"19578",11,1,11,1,1,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"19579",23,2,23,1,2,1,1,1,2,1,2,2,1,2,3,3,3,2,2,2,1,2,1,1,2,5,4,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1
"19581",11,1,11,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1
"19582",21,2,21,1,1,1,1,1,2,1,2,1,2,2,3,3,3,2,2,2,2,2,2,1,2,3,2,1,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1
"19583",23,2,23,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,1,2,2,1,1,2,4,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"19584",11,1,11,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"19585",11,1,11,1,2,1,1,2,1,2,2,2,2,1,1,1,2,2,2,1,2,2,1,1,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,1
"19586",21,2,21,1,1,1,1,1,2,2,2,1,1,2,3,3,3,2,2,2,2,1,1,1,2,4,3,2,1,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,1
"19587",21,2,21,1,2,1,1,1,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1
"19588",21,2,21,1,2,1,1,1,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1
"19589",21,2,21,1,1,1,1,1,2,1,2,1,2,2,3,3,3,2,2,2,1,2,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1
"19590",41,4,41,1,2,1,1,2,2,2,2,1,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"19591",44,4,44,1,2,1,1,2,1,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1
"19592",44,4,44,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1
"19593",21,2,21,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,1,2,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1
"19594",21,2,21,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,4,3,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1
"19597",31,3,31,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"19598",21,2,21,1,1,2,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,4,3,1,2,1,2,1,1,2,2,1,1,2,2,2,2,2,2,2,1
"19600",21,2,21,1,2,1,1,1,2,1,2,1,2,2,3,3,3,2,2,1,2,1,1,1,2,4,3,2,2,1,2,2,2,2,2,1,1,2,2,1,1,2,2,2,1
"19601",11,1,11,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"19602",22,2,22,1,2,1,1,2,2,1,2,1,2,2,3,3,3,2,2,2,2,2,2,2,2,5,4,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1
"19603",11,1,11,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,1,1,1,2,1,1,2,3,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1
"19604",23,2,23,1,1,1,1,2,1,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1
"19605",11,1,11,1,2,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,1,2,3,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1
"19606",21,2,21,1,1,2,1,2,2,1,2,2,1,2,3,3,3,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1
"19607",22,2,22,1,1,2,1,2,2,1,2,1,2,2,3,3,3,2,2,1,1,2,1,1,2,5,4,2,2,1,2,1,1,2,2,1,2,2,2,1,1,2,2,2,1
"19608",43,4,42,1,2,1,2,2,1,2,2,2,2,1,1,1,1,2,2,1,2,2,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
"19609",23,2,23,1,2,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,4,3,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1
"19612",22,2,22,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"19613",41,4,42,1,2,1,1,2,2,1,2,1,1,2,3,3,3,2,2,2,2,2,2,1,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1
"19614",21,2,21,1,1,1,1,1,2,2,2,2,1,2,3,3,3,2,2,2,1,2,1,1,2,3,2,1,2,1,1,2,2,2,2,1,2,2,1,2,1,2,2,2,1
"19615",11,1,11,1,1,1,1,2,2,2,2,1,2,2,3,3,3,2,2,2,2,2,2,1,2,3,2,2,2,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,1
"19618",23,2,23,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,1,1,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"19621",21,2,21,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,4,3,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1
"19623",41,4,41,1,1,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,4,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1
"19624",11,1,11,1,2,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,3,2,2,2,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,1
"19625",44,4,44,1,2,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1
"19626",11,1,11,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,2,2,2,1,1,2,2,2,1,2,2,2,1
"19627",11,1,11,1,2,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"19628",11,1,11,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
"19629",21,2,21,1,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1
