"","FM_STRCP","FM_TYPE","FM_STRP","TELN_FLG","CURWRKN","TELCELN","FLNGINTV","F10DVYN","FDMEDYN","FHCDVYN","FHCHMYN","FHCPHRYN","FHOSP2YN","FNMEDYN","FSRUNOUT","FSLAST","FSBALANC","FLAADLYN","FLIADLYN","FWKLIMYN","FWALKYN","FREMEMYN","FANYLYN","HOUSEOWN","FSNAP","INCGRP4","INCGRP5","FSALYN","FSEINCYN","FSSRRYN","FPENSYN","FOPENSYN","FSSIYN","FTANFYN","FOWBENYN","FINTR1YN","FDIVDYN","FCHSPYN","FINCOTYN","FSSAPLYN","FSDAPLYN","FMEDBILL","FMEDBPAY","FSAF","FHICOVYN"
"24194",21,2,21,1,1,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1
"24195",41,4,42,1,2,1,1,1,1,1,2,1,1,2,1,2,3,2,2,1,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1
"24196",21,2,21,1,1,1,1,2,2,1,2,1,2,2,2,3,3,2,2,2,2,2,2,1,2,3,2,1,1,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,1
"24197",21,2,21,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"24199",21,2,21,1,2,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,4,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"24200",21,2,21,1,2,1,1,1,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,3,2,1,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1
"24201",23,2,23,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,1
"24203",11,1,11,1,1,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,1,2,1,1,2,1,1,2,2,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,1
"24205",11,1,11,1,2,1,1,1,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,5,4,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1
"24206",31,3,31,1,2,1,1,2,2,1,2,2,2,2,1,1,3,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"24208",23,2,23,1,2,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
"24209",41,4,41,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,4,3,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1
"24210",11,1,11,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,4,3,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1
"24212",21,2,21,1,2,2,2,1,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"24213",21,2,21,1,2,1,1,1,2,1,2,2,1,2,3,3,3,2,2,2,1,2,1,1,2,5,4,1,2,1,2,1,2,2,2,1,2,2,2,2,2,2,1,2,1
"24214",23,2,23,1,1,1,1,2,2,1,2,2,2,2,3,3,3,2,1,1,1,2,1,1,2,5,4,1,2,1,1,1,2,2,2,1,1,2,2,2,1,2,2,2,1
"24215",44,4,44,1,2,1,1,2,2,2,2,2,1,2,3,3,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"24216",21,2,21,1,2,1,1,2,1,2,2,2,1,2,3,3,3,2,2,2,2,2,2,1,2,4,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1
"24217",41,4,41,1,2,1,1,1,2,1,2,2,1,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1
"24218",11,1,11,1,2,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1
"24219",22,2,22,1,2,1,1,1,2,2,2,2,2,2,1,1,1,2,2,1,2,2,1,2,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,1,1,1,1,2,1
"24221",41,4,41,1,1,2,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,1,1,2,5,4,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1
"24222",21,2,21,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,1,1
"24223",11,1,11,1,2,1,1,1,2,1,2,1,2,2,3,3,3,2,2,1,1,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1
"24224",21,2,21,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"24225",44,4,44,1,1,1,1,2,2,1,2,2,1,2,3,3,3,2,2,2,2,2,2,1,2,3,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"24226",23,2,23,1,1,1,1,1,2,1,2,1,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,1,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,1
"24227",21,2,21,1,2,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,1
"24228",23,2,23,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,4,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"24230",44,4,44,1,2,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1
"24231",21,2,21,1,2,1,1,2,1,1,2,1,2,1,1,2,1,2,2,1,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1
"24232",41,4,41,1,1,1,1,2,2,1,2,1,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"24234",22,2,22,1,2,1,1,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,1,2,4,3,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1
"24235",21,2,21,1,1,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,3,2,1,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1
"24236",11,1,11,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1
"24237",23,2,23,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"24239",23,2,23,1,1,1,1,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,1,2,5,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1
"24240",23,2,23,1,1,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1
"24242",11,1,11,1,2,1,3,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"24243",11,1,11,1,2,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"24244",21,2,21,1,2,1,4,2,2,1,2,2,2,2,2,2,2,1,1,1,1,2,1,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,1
"24245",41,4,41,1,1,1,1,1,2,1,2,2,2,2,3,3,3,2,2,1,2,2,1,1,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"24246",11,1,11,1,2,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,1,1,1,2,1,1,2,2,2,2,1,2,2,1,2,2,2,2,1,1
"24248",41,4,41,1,2,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"24250",21,2,21,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1
"24251",11,1,11,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1
"24252",41,4,41,1,1,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,1,1,2,5,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
"24253",21,2,21,1,1,2,1,1,2,1,2,2,2,2,2,2,3,2,2,1,1,1,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1
"24254",11,1,11,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,3,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1
"24255",44,4,44,1,1,2,1,1,2,2,2,2,2,2,1,1,1,2,2,1,1,2,1,2,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1
"24256",11,1,11,1,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"24257",21,2,21,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,4,3,2,2,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,1
"24258",33,3,33,1,2,1,1,2,2,1,2,2,2,2,1,1,3,2,2,1,2,2,1,2,1,1,1,2,2,1,1,2,1,2,2,2,2,2,2,1,1,2,2,2,1
"24259",11,1,11,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1
"24261",21,2,21,1,1,1,1,2,2,2,1,2,2,2,3,3,3,2,2,2,2,2,2,1,2,3,2,2,2,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,1
"24265",21,2,21,1,1,2,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1
"24266",41,4,41,1,1,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1
"24267",42,4,43,1,2,1,1,2,2,1,2,2,2,2,2,3,3,2,2,1,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1
"24268",41,4,41,1,2,1,1,2,2,1,2,2,2,2,2,3,3,2,2,2,2,2,2,1,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1
"24269",11,1,11,1,2,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,1,1,2,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,1
"24271",41,4,41,1,2,1,1,1,1,1,2,2,1,1,3,3,3,2,2,1,2,1,1,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,1,1,2,2,1
"24272",21,2,21,1,1,1,1,2,2,1,2,1,2,2,3,3,3,2,2,2,2,2,2,1,2,1,1,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1
"24273",22,2,22,1,1,1,1,1,2,1,2,1,1,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1
"24274",21,2,21,1,1,1,1,2,2,2,2,1,2,2,3,3,3,2,2,2,2,2,2,1,2,4,3,1,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1
"24276",41,4,41,1,1,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"24277",21,2,21,1,1,1,1,2,2,1,2,2,1,2,3,3,3,2,2,2,2,2,1,1,2,3,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1
"24278",11,1,11,1,1,2,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,4,3,2,2,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,1
"24280",31,3,31,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"24281",23,2,23,1,2,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"24282",21,2,21,1,1,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1
"24284",41,4,41,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1
"24285",21,2,21,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,3,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1
"24286",11,1,11,1,2,1,1,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2
"24287",41,4,41,1,1,1,1,2,2,2,2,2,1,2,3,3,3,2,2,2,2,2,2,2,2,5,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1
"24288",11,1,11,1,2,1,1,1,1,1,2,2,1,1,3,2,2,2,2,2,2,2,1,2,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2
"24289",41,4,41,1,2,2,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1
"24290",31,3,31,1,2,1,1,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,3,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1
"24291",21,2,21,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,5,4,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1
"24292",11,1,11,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1
"24294",41,4,41,1,2,1,1,1,1,2,2,1,2,1,3,3,3,2,2,2,2,2,2,1,2,5,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"24295",21,2,21,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,3,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1
"24297",21,2,21,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
"24299",41,4,41,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1
"24300",11,1,11,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,3,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1
"24302",21,2,21,1,1,1,1,1,2,1,2,2,1,2,3,3,3,2,2,1,1,2,1,1,2,1,1,2,2,1,2,1,2,2,2,1,2,2,1,2,1,2,2,2,1
"24303",31,3,31,1,2,1,1,2,2,2,2,2,1,2,3,3,3,2,2,2,2,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1
"24304",11,1,11,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"24305",23,2,23,1,1,1,1,2,2,2,2,1,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1
"24306",12,1,12,1,2,1,1,2,2,1,2,2,1,2,3,3,3,2,1,1,1,1,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1
"24308",21,2,21,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,1,1,1,2,2,1,2,2,2,2,1,1,2,1,2,2,2,2,2,1
"24309",11,1,11,1,2,1,1,2,2,2,2,2,2,2,3,3,1,2,2,1,1,2,1,3,2,1,1,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2
"24310",21,2,21,1,1,2,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1
"24311",23,2,23,1,2,1,1,1,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"24312",11,1,11,1,2,1,1,1,2,1,1,2,2,2,3,3,3,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1
"24313",41,4,42,1,2,1,1,1,1,2,2,2,1,1,1,2,2,2,2,1,2,2,1,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1
"24314",21,2,21,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,4,3,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1
"24315",23,2,23,1,1,1,1,2,1,2,2,2,2,2,3,3,3,2,1,1,2,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1
"24316",12,1,12,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,1,2,1,1,3,2,3,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2
"24317",11,1,11,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,1,1,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1
"24319",11,1,11,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"24324",21,2,21,1,1,1,1,2,2,1,2,2,2,2,3,3,3,1,2,1,1,2,1,1,2,5,4,2,2,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,1
"24325",11,1,11,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,4,3,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,1
"24326",22,2,22,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,4,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
"24327",21,2,21,1,1,2,1,1,1,2,2,2,2,1,2,3,3,2,1,1,2,2,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2
"24328",21,2,21,1,1,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,5,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"24329",31,3,31,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,1
"24330",11,1,11,1,1,1,1,1,2,2,1,2,1,2,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,1,1,2,2,2,2,2,1,2,1
"24332",41,4,41,1,2,1,1,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,1
"24335",41,4,41,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"24336",23,2,23,1,2,1,1,2,2,1,2,1,1,2,3,3,3,2,2,2,2,2,2,2,2,5,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"24338",43,4,42,1,2,1,1,2,1,1,2,2,2,1,3,3,3,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"24339",11,1,11,1,2,1,1,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"24341",31,3,31,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1
"24342",11,1,11,1,2,1,1,1,2,1,2,2,2,2,1,1,1,2,1,1,1,2,1,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,2,1
"24343",21,2,21,1,2,1,1,2,2,1,2,1,2,2,3,3,3,2,2,2,2,2,2,1,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"24344",41,4,41,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"24346",11,1,11,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"24349",21,2,21,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,5,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"24351",21,2,21,1,1,2,1,1,2,1,2,2,1,2,3,3,3,2,2,1,2,2,1,1,2,4,3,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1
"24353",21,2,21,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1
"24355",41,4,41,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"24356",41,4,41,1,2,1,1,2,2,2,2,2,1,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1
"24357",21,2,21,1,1,1,1,2,2,1,2,2,1,2,3,3,3,2,2,2,2,2,2,1,2,5,4,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1
"24358",23,2,23,1,1,2,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,4,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"24359",21,2,21,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,4,3,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1
"24360",23,2,23,1,1,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1
"24361",23,2,23,1,2,1,3,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"24365",41,4,41,1,2,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1
"24366",11,1,11,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,3,2,2,2,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,1
"24367",11,1,11,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"24368",41,4,41,1,2,1,1,1,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,4,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1
"24369",21,2,21,1,2,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"24371",11,1,11,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1
"24372",11,1,11,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1
"24373",41,4,41,1,2,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"24374",41,4,41,1,2,1,1,1,2,1,2,2,1,2,1,1,2,2,2,1,2,2,1,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1
"24375",11,1,11,1,2,1,1,2,2,2,2,2,1,2,3,3,3,2,2,1,2,1,1,1,2,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1
"24376",43,4,42,1,2,1,1,2,1,1,2,1,1,1,3,3,3,2,2,2,2,2,2,1,2,4,3,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1
"24377",11,1,11,1,2,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1
"24381",11,1,11,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1
"24382",21,2,21,1,1,2,3,1,2,1,2,1,1,2,3,3,3,2,1,1,2,2,1,2,2,4,3,1,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1
"24384",41,4,41,1,2,1,4,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,4,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"24385",32,3,32,1,1,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,1,1,2,4,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1
"24386",41,4,41,1,1,1,1,1,2,1,2,2,1,2,3,3,3,2,2,2,2,2,2,1,2,5,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"24387",22,2,22,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,1,2,2,1,2,2,5,4,1,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,1
